+-------+-----+------+-----+-----+-----+--------+-------------------------------------------------------------------------+-------+--------+---------+-------+-------+-------+--------+--------+-----------+------------+--------------+------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                   URI                                   |  MIN  |  MAX   |   SUM   |  AVG  |  P90  |  P95  |  P99   | STDDEV | MIN(BODY) | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/fcca043d-01fd-4c79-bb0e-b16db28a841e/finish  | 0.016 |  0.016 |   0.016 | 0.016 | 0.016 | 0.016 |  0.016 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/5706664d-cb89-4f99-af0f-c756431b98e4/finish  | 0.016 |  0.016 |   0.016 | 0.016 | 0.016 | 0.016 |  0.016 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/d0980951-2d80-425a-84d7-77126c57e4fe/finish  | 0.016 |  0.016 |   0.016 | 0.016 | 0.016 | 0.016 |  0.016 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/8a6f79ee-7f69-4d73-8416-f4db634ec928/finish  | 0.016 |  0.016 |   0.016 | 0.016 | 0.016 | 0.016 |  0.016 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/b2a98700-0443-4f22-8e4e-6b4be61ed817/finish  | 0.016 |  0.016 |   0.016 | 0.016 | 0.016 | 0.016 |  0.016 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | GET    | /api/player/competition/35ea0921-d730-4a14-820f-e0e3d552e40c/ranking    | 0.016 |  0.016 |   0.016 | 0.016 | 0.016 | 0.016 |  0.016 |  0.000 | 11601.000 |  11601.000 |    11601.000 |  11601.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/ca3720f4-35eb-4c7a-97aa-4dc91d241fbc/finish  | 0.016 |  0.016 |   0.016 | 0.016 | 0.016 | 0.016 |  0.016 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/06266724-def0-4721-9e98-6b8c4c34a8b2/finish  | 0.016 |  0.016 |   0.016 | 0.016 | 0.016 | 0.016 |  0.016 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|    21 |   0 |   21 |   0 |   0 |   0 | GET    | /api/player/competition/a6002750-7fff-4978-9e75-932bb5c58c3d/ranking    | 0.008 |  0.060 |   0.348 | 0.017 | 0.020 | 0.052 |  0.060 |  0.013 | 10520.000 |  10520.000 |   220920.000 |  10520.000 |
|     4 |   0 |    3 |   0 |   1 |   0 | GET    | /api/player/competition/9679060d-09fa-4911-a97d-0218d2583913/ranking    | 0.000 |  0.040 |   0.072 | 0.018 | 0.040 | 0.040 |  0.040 |  0.015 |    39.000 |   2977.000 |     8952.000 |   2238.000 |
|    19 |   0 |   18 |   0 |   1 |   0 | POST   | /api/organizer/player/[0-9a-f]+/disqualified                            | 0.004 |  0.056 |   0.364 | 0.019 | 0.040 | 0.056 |  0.056 |  0.012 |    39.000 |    165.000 |     2865.000 |    150.789 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9e32ec3b-38c5-446b-8fa9-c74aeb0a17f4/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/50e14891-bfed-4e71-9301-8215cae5c413/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/2ab288dc-0595-4fdc-8fa0-8af125b5970d/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/ad2881e4-1467-4e4b-ad46-cde35c984fb3/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/7433bad9-2ad7-4a95-aac7-523fd43e131c/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/8b714d66-6353-4713-82ea-8fced4b6447e/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/f3c3df18-2953-4694-9593-1a71e5cde733/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/7068c25e-8e20-4f64-a8a6-a30a0d975f34/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/991df181-fa28-4e8d-9623-617df8cfffd1/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/df5e5bbd-0088-4ba9-b017-8e8a96f71c37/finish  | 0.020 |  0.020 |   0.020 | 0.020 | 0.020 | 0.020 |  0.020 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|    42 |   0 |   42 |   0 |   0 |   0 | GET    | /api/player/competition/cd6b886f-dbca-45fe-a21f-f044d0e60ff4/ranking    | 0.004 |  0.072 |   0.840 | 0.020 | 0.040 | 0.048 |  0.072 |  0.016 |  2201.000 |   2201.000 |    92442.000 |   2201.000 |
|   108 |   0 |  107 |   0 |   1 |   0 | GET    | /api/organizer/players                                                  | 0.004 |  0.140 |   2.200 | 0.020 | 0.060 | 0.084 |  0.104 |  0.026 |     0.000 | 687747.000 | 11710440.000 | 108430.000 |
|    80 |   0 |   80 |   0 |   0 |   0 | GET    | /api/player/competition/4d3b851b-ce96-4ff5-af03-3d8932b3cb25/ranking    | 0.004 |  0.308 |   1.664 | 0.021 | 0.036 | 0.056 |  0.308 |  0.040 |   207.000 |    207.000 |    16560.000 |    207.000 |
|    88 |   0 |   88 |   0 |   0 |   0 | GET    | /api/player/competition/9257be93-7198-4782-95d9-f708603f87b8/ranking    | 0.004 |  0.144 |   1.952 | 0.022 | 0.084 | 0.108 |  0.144 |  0.034 |   195.000 |  16428.000 |  1417922.000 |  16112.750 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/91cafe0d-459f-442d-8faa-264d51bbf17b/finish  | 0.024 |  0.024 |   0.024 | 0.024 | 0.024 | 0.024 |  0.024 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/ac73500c-9236-4f9d-ad32-3b7dc0db165a/score   | 0.024 |  0.024 |   0.024 | 0.024 | 0.024 | 0.024 |  0.024 |  0.000 |    52.000 |     52.000 |       52.000 |     52.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/5b85f18c-7599-4848-a978-ef724133af02/score   | 0.024 |  0.024 |   0.024 | 0.024 | 0.024 | 0.024 |  0.024 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/41a0fdc4-6ed0-4b6b-a718-cc8e6f4fa477/finish  | 0.024 |  0.024 |   0.024 | 0.024 | 0.024 | 0.024 |  0.024 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/410ad980-a5d3-4e3e-aa1a-4fcff1ee2a3d/finish  | 0.024 |  0.024 |   0.024 | 0.024 | 0.024 | 0.024 |  0.024 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9d5e5708-9bef-412a-83d8-aa4c0a3acb2a/finish  | 0.024 |  0.024 |   0.024 | 0.024 | 0.024 | 0.024 |  0.024 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/9257be93-7198-4782-95d9-f708603f87b8/finish  | 0.024 |  0.024 |   0.024 | 0.024 | 0.024 | 0.024 |  0.024 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/32b6dd02-9fab-4184-9a8f-b196c912eb0c/finish  | 0.024 |  0.024 |   0.024 | 0.024 | 0.024 | 0.024 |  0.024 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/6f7bb0c3-80b4-4418-9663-54043dcb3fa0/score   | 0.024 |  0.024 |   0.024 | 0.024 | 0.024 | 0.024 |  0.024 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|    26 |   0 |   26 |   0 |   0 |   0 | GET    | /api/player/competition/0e40507a-f1fe-4373-ac66-414f6f8edf87/ranking    | 0.056 |  0.084 |   0.684 | 0.026 | 0.056 | 0.060 |  0.084 |  0.021 |  6499.000 |   6500.000 |   168995.000 |   6499.808 |
|    32 |   0 |   32 |   0 |   0 |   0 | POST   | /api/organizer/players/add                                              | 0.008 |  0.092 |   0.852 | 0.027 | 0.044 | 0.084 |  0.092 |  0.019 | 14950.000 |  33660.000 |   857799.000 |  26806.219 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/3f2a762e-a96e-4bf6-a58c-f014e72c809b/score   | 0.020 |  0.036 |   0.056 | 0.028 | 0.036 | 0.036 |  0.036 |  0.008 |    53.000 |     53.000 |      106.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/b529a699-9a3a-40b3-b272-804f8b60709b/score   | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/7bc2ad88-aefa-4700-9159-7e75a027a205/finish  | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/50e14891-bfed-4e71-9301-8215cae5c413/score   | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/35ea0921-d730-4a14-820f-e0e3d552e40c/score   | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/3183bb03-6769-41e1-81de-3be3a1bcb316/finish  | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/cd94b090-f07c-4d65-a4ee-3bc84f7f1780/finish  | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/74900026-47b5-4b7c-9b02-2c1065d0da7d/finish  | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/0e40507a-f1fe-4373-ac66-414f6f8edf87/score   | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/a8f913fc-2bde-4aa3-9665-007ef1836ef5/finish  | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     4 |   0 |    3 |   0 |   1 |   0 | GET    | /api/player/competition/991df181-fa28-4e8d-9623-617df8cfffd1/ranking    | 0.012 |  0.060 |   0.112 | 0.028 | 0.060 | 0.060 |  0.060 |  0.019 |    39.000 |  14533.000 |    43539.000 |  10884.750 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/22dd98a4-ac6f-411f-8ce9-0a748813e9de/finish  | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/bef74bf2-f82d-47d3-8457-f2bf608a4045/finish  | 0.028 |  0.028 |   0.028 | 0.028 | 0.028 | 0.028 |  0.028 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|  8813 |   0 | 8791 |   0 |  22 |   0 | GET    | /api/player/player/[0-9a-f]+                                            | 0.004 |  1.048 | 250.424 | 0.028 | 0.068 | 0.092 |  0.204 |  0.056 |     0.000 |    329.000 |  2602557.000 |    295.309 |
|     4 |   0 |    3 |   0 |   1 |   0 | GET    | /api/player/competition/0bdfce9a-74c0-46b9-b5d0-4b8f90e7ba1b/ranking    | 0.000 |  0.072 |   0.116 | 0.029 | 0.072 | 0.072 |  0.072 |  0.027 |    39.000 |  14596.000 |    43728.000 |  10932.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/49dee447-96dd-48da-8fc0-31eb9b2b4584/score   | 0.020 |  0.040 |   0.060 | 0.030 | 0.040 | 0.040 |  0.040 |  0.010 |    53.000 |     53.000 |      106.000 |     53.000 |
|   127 |   0 |  126 |   0 |   1 |   0 | POST   | /api/organizer/competitions/add                                         | 0.004 |  0.864 |   3.812 | 0.030 | 0.056 | 0.076 |  0.288 |  0.080 |    39.000 |    229.000 |    24276.000 |    191.150 |
|    30 |   0 |   30 |   0 |   0 |   0 | GET    | /api/player/competition/7652e10e-b767-4b98-a3bb-f223588378f0/ranking    | 0.004 |  0.088 |   0.908 | 0.030 | 0.072 | 0.084 |  0.088 |  0.029 |  9014.000 |   9015.000 |   270441.000 |   9014.700 |
|    61 |   0 |   61 |   0 |   0 |   0 | GET    | /api/player/competition/49b3b993-e682-4abd-9df3-5b6f7a165f22/ranking    | 0.004 |  0.104 |   1.852 | 0.030 | 0.072 | 0.088 |  0.104 |  0.029 | 16391.000 |  16398.000 |  1000225.000 |  16397.131 |
|    91 |   0 |   91 |   0 |   0 |   0 | GET    | /api/player/competition/dfc58618-129a-47cc-82bb-a9819b22bea3/ranking    | 0.012 |  0.248 |   2.768 | 0.030 | 0.112 | 0.152 |  0.248 |  0.051 | 16336.000 |  16379.000 |  1490372.000 |  16377.714 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/997a56dc-2b9d-41cf-baaa-77b9f75fc797/finish  | 0.032 |  0.032 |   0.032 | 0.032 | 0.032 | 0.032 |  0.032 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/7da02b9c-7b1c-4ea6-b9c2-4d3acf81e60c/finish  | 0.032 |  0.032 |   0.032 | 0.032 | 0.032 | 0.032 |  0.032 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/cd6b886f-dbca-45fe-a21f-f044d0e60ff4/score   | 0.032 |  0.032 |   0.032 | 0.032 | 0.032 | 0.032 |  0.032 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/36a7e73e-8b8b-483e-b792-749cad74cd09/score   | 0.032 |  0.032 |   0.032 | 0.032 | 0.032 | 0.032 |  0.032 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/f74b20dd-d617-4ef6-8f62-0a4bf80e4001/score   | 0.032 |  0.032 |   0.032 | 0.032 | 0.032 | 0.032 |  0.032 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|   571 |   0 |  552 |   0 |  19 |   0 | GET    | /api/player/competitions                                                | 0.004 |  0.296 |  18.688 | 0.033 | 0.076 | 0.096 |  0.172 |  0.035 |    39.000 |   4267.000 |  1116059.000 |   1954.569 |
|    93 |   0 |   93 |   0 |   0 |   0 | GET    | /api/player/competition/ec883527-7fa3-41e0-9c7c-f3a3392aca4b/ranking    | 0.004 |  0.216 |   3.056 | 0.033 | 0.124 | 0.172 |  0.216 |  0.053 | 16415.000 |  16508.000 |  1526704.000 |  16416.172 |
|    67 |   0 |   67 |   0 |   0 |   0 | GET    | /api/player/competition/3293aa1e-5d25-4626-96d8-20b4e62e07e6/ranking    | 0.012 |  0.220 |   2.360 | 0.035 | 0.104 | 0.112 |  0.220 |  0.044 | 16364.000 |  16401.000 |  1096441.000 |  16364.791 |
|    80 |   0 |   80 |   0 |   0 |   0 | GET    | /api/player/competition/b672b52f-6c75-4132-8d49-4422390edf44/ranking    | 0.024 |  0.148 |   2.860 | 0.036 | 0.100 | 0.120 |  0.148 |  0.040 | 16356.000 |  16444.000 |  1315173.000 |  16439.662 |
|     1 |   0 |    0 |   0 |   1 |   0 | POST   | /api/organizer/competition/550f198f-76d1-4114-9620-fc7c6489b139/finish  | 0.036 |  0.036 |   0.036 | 0.036 | 0.036 | 0.036 |  0.036 |  0.000 |     0.000 |      0.000 |        0.000 |      0.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/35ea0921-d730-4a14-820f-e0e3d552e40c/finish  | 0.036 |  0.036 |   0.036 | 0.036 | 0.036 | 0.036 |  0.036 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/9252cb51-5286-47b5-807c-33de243dc2fc/score   | 0.024 |  0.048 |   0.072 | 0.036 | 0.048 | 0.048 |  0.048 |  0.012 |    54.000 |     54.000 |      108.000 |     54.000 |
|    11 |   0 |   11 |   0 |   0 |   0 | GET    | /api/player/competition/e87ae657-0710-4387-94fc-11869d9607e3/ranking    | 0.008 |  0.080 |   0.408 | 0.037 | 0.076 | 0.080 |  0.080 |  0.027 | 17113.000 |  17114.000 |   188253.000 |  17113.909 |
|     3 |   0 |    3 |   0 |   0 |   0 | POST   | /api/organizer/competition/5127b401-e54f-4ef3-a86d-ca2afc3ee81c/score   | 0.036 |  0.040 |   0.116 | 0.039 | 0.040 | 0.040 |  0.040 |  0.002 |    54.000 |     54.000 |      162.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/b59580bb-6250-47a3-b6df-423ee2388f87/finish  | 0.040 |  0.040 |   0.040 | 0.040 | 0.040 | 0.040 |  0.040 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/356548cb-b397-44da-8ae6-160efdb427a9/finish  | 0.040 |  0.040 |   0.040 | 0.040 | 0.040 | 0.040 |  0.040 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/4a0b4167-8165-4911-8f15-0a1bc5f128c4/finish  | 0.040 |  0.040 |   0.040 | 0.040 | 0.040 | 0.040 |  0.040 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/55c17df9-20c9-49b6-8e02-820bfb28a3b6/finish  | 0.040 |  0.040 |   0.040 | 0.040 | 0.040 | 0.040 |  0.040 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/d0980951-2d80-425a-84d7-77126c57e4fe/score   | 0.032 |  0.048 |   0.080 | 0.040 | 0.048 | 0.048 |  0.048 |  0.008 |    54.000 |     54.000 |      108.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/a6002750-7fff-4978-9e75-932bb5c58c3d/score   | 0.040 |  0.040 |   0.040 | 0.040 | 0.040 | 0.040 |  0.040 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/78dcd51a-1bdd-4dbc-9ec0-4d452d529559/score   | 0.028 |  0.052 |   0.080 | 0.040 | 0.052 | 0.052 |  0.052 |  0.012 |    53.000 |     53.000 |      106.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/7652e10e-b767-4b98-a3bb-f223588378f0/score   | 0.040 |  0.040 |   0.040 | 0.040 | 0.040 | 0.040 |  0.040 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/82a2e43f-d118-40fa-b82c-bd4b9e1d0153/score   | 0.040 |  0.040 |   0.040 | 0.040 | 0.040 | 0.040 |  0.040 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/a4e5cd2d-7b2f-4cee-b402-ac1d67417d70/finish  | 0.040 |  0.040 |   0.040 | 0.040 | 0.040 | 0.040 |  0.040 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|    73 |   0 |   73 |   0 |   0 |   0 | GET    | /api/player/competition/270df873-3bbc-47a6-9617-a6e14c42aeeb/ranking    | 0.004 |  0.480 |   2.976 | 0.041 | 0.116 | 0.140 |  0.480 |  0.068 | 16430.000 |  16431.000 |  1199405.000 |  16430.205 |
|    61 |   0 |   61 |   0 |   0 |   0 | GET    | /api/player/competition/f1d5d537-6304-4918-8d46-06336cff38da/ranking    | 0.008 |  0.196 |   2.540 | 0.042 | 0.100 | 0.116 |  0.196 |  0.042 | 16462.000 |  16502.000 |  1004238.000 |  16462.918 |
|     4 |   0 |    3 |   0 |   1 |   0 | GET    | /api/player/competition/93770d3f-74ae-4303-b5ab-c6f2c2b283f0/ranking    | 0.020 |  0.060 |   0.168 | 0.042 | 0.060 | 0.060 |  0.060 |  0.015 |    39.000 |   4351.000 |    13064.000 |   3266.000 |
|    81 |   0 |   81 |   0 |   0 |   0 | GET    | /api/player/competition/bbb32e16-23e2-43b0-b994-f1cb3722b9cd/ranking    | 0.004 |  0.784 |   3.496 | 0.043 | 0.124 | 0.148 |  0.784 |  0.097 | 14514.000 |  14551.000 |  1175687.000 |  14514.654 |
|    64 |   0 |   64 |   0 |   0 |   0 | GET    | /api/player/competition/caed7c50-c53b-4486-8d8b-0dc2a8499f9e/ranking    | 0.004 |  0.480 |   2.784 | 0.044 | 0.100 | 0.116 |  0.480 |  0.067 | 16420.000 |  16421.000 |  1050896.000 |  16420.250 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/82a2e43f-d118-40fa-b82c-bd4b9e1d0153/finish  | 0.044 |  0.044 |   0.044 | 0.044 | 0.044 | 0.044 |  0.044 |  0.000 |    21.000 |     21.000 |       21.000 |     21.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/0cebd123-f3e8-44bc-b18b-47a260eb05ef/score   | 0.032 |  0.056 |   0.088 | 0.044 | 0.056 | 0.056 |  0.056 |  0.012 |    54.000 |     54.000 |      108.000 |     54.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/4d2f0f4a-1fa6-4144-a48c-723c34866d58/score   | 0.036 |  0.052 |   0.088 | 0.044 | 0.052 | 0.052 |  0.052 |  0.008 |    54.000 |     54.000 |      108.000 |     54.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/806966b1-c020-4799-a065-7f5b7cbf4b3b/score   | 0.044 |  0.044 |   0.044 | 0.044 | 0.044 | 0.044 |  0.044 |  0.000 |    53.000 |     53.000 |       53.000 |     53.000 |
|     1 |   0 |    1 |   0 |   0 |   0 | POST   | /api/organizer/competition/dd292ee8-ca74-4e62-8d03-7ef0197e39db/score   | 0.044 |  0.044 |   0.044 | 0.044 | 0.044 | 0.044 |  0.044 |  0.000 |    54.000 |     54.000 |       54.000 |     54.000 |
|    71 |   0 |   71 |   0 |   0 |   0 | GET    | /api/player/competition/cd94b090-f07c-4d65-a4ee-3bc84f7f1780/ranking    | 0.004 |  0.300 |   3.152 | 0.044 | 0.128 | 0.148 |  0.300 |  0.056 | 16429.000 |  16467.000 |  1169065.000 |  16465.704 |
|    51 |   0 |   51 |   0 |   0 |   0 | GET    | /api/player/competition/a1247d10-5e2a-43d8-862e-d10510773653/ranking    | 0.000 |  0.196 |   2.288 | 0.045 | 0.116 | 0.176 |  0.196 |  0.054 | 16499.000 |  16500.000 |   841465.000 |  16499.314 |
|     4 |   0 |    3 |   0 |   1 |   0 | GET    | /api/player/competition/3183bb03-6769-41e1-81de-3be3a1bcb316/ranking    | 0.000 |  0.096 |   0.184 | 0.046 | 0.096 | 0.096 |  0.096 |  0.035 |    39.000 |  14536.000 |    43548.000 |  10887.000 |
|     2 |   0 |    2 |   0 |   0 |   0 | POST   | /api/organizer/competition/a282abe6-f4e5-426f-815c-5556c092a29b/score   | 0.028 |  0.064 |   0.092 | 0.046 | 0.064 | 0.064 |  0.064 |  0.018 |    53.000 |     53.000 |      106.000 |     53.000 |
|    80 |   0 |   80 |   0 |   0 |   0 | GET    | /api/player/competition/08d11d29-39f2-4540-97eb-a7beb3731293/ranking    | 0.004 |  0.248 |   3.780 | 0.047 | 0.120 | 0.164 |  0.248 |  0.057 |   200.000 |  16440.000 |  1297940.000 |  16224.250 |
|    53 |   0 |   53 |   0 |   0 |   0 | GET    | /api/player/competition/7068c25e-8e20-4f64-a8a6-a30a0d975f34/ranking    | 0.004 |  0.208 |   2.508 | 0.047 | 0.108 | 0.148 |  0.208 |  0.047 | 16408.000 |  16500.000 |   869732.000 |  16410.038 |
